content;integritas;kapabilitas;empati;akseptabilitas;kontinuitas
"RT @BakrieWorld: Terus berikhtihar pak @aburizalbakrie demi amanah utk menjd RI 1 kami selalu bantu dengan doa dan tetaplah bertawakal.""";1;0;0;0;0
@jokowi_do2 salut dengan pola hidup anda moga tetap bisa mengemban amanah rakyat dengan baik mendapat iringan rahmat dari Allah.aaamiin;1;0;0;0;0
,@Gerindra @Prabowo08 Semoga beliau dpt arif  bijaksana serta sayang rakyat kecil..tegas shg harkat  martabat negara lebih disegani.;1;0;1;0;0
"6. soal memotivasi kita bisa  hrs belajar dri apa yg dilakukan @hattarajasa sbgai abdi negara dia prnh berkata ada bbrpa perumpamaan yg..""";1;0;0;0;0
wah ini bisa kena pencemaran nama baik!  @6erindra @kurawa @imanbr @PartaiSocmed @TrioMacan2000 @partaiHANURA @Wiranto1947;1;0;0;0;0
"Sy berdoa semoga @mohmahfudmd dpt melanjutkan apa2 yg dirintis Pak Habibie. Pesawat R-80 Akan Buat ""Surprise"" Dunia! http://t.co/kqkyK4nxir";0;0;0;0;1
"peningkatan kualitas SDM Menurut @wiranto1947 dg adanya Kesadaran Kebijakan dan pelaksanaan serta control yang baik #kompasTV""";0;1;0;0;0
@kompastv @mohmahfudmd ..ciri komunikasi yg amanah..;1;0;0;0;0
Terima kasih kepada @Pak_JK yang hadir  berpartisipasi dalam Diskusi Indonesia Baru. Mari wujudkan #IndonesiaSatu lebih baik;0;1;0;0;0
Terima kasih kepada @wiranto1947 yang hadir  berpartisipasi dalam Diskusi Indonesia Baru. Mari wujudkan #IndonesiaSatu lebih baik;0;1;0;0;0
Kalo mikir @pln_123 selalu terngiang pak @iskan_dahlan yg begitu agresif dalam bertindak dan memberikan pelayanan..kenyataannya..;0;1;0;0;0
@iskan_dahlan Slamat pak atas gelar Doktor nya.. Moga amanah ya pak.. amien..;1;0;0;0;0
Anjing babi bangsat kau @pln_123 MEDAN..masi mati listrik tiap hari kau buat..mana tu tindakan @SBYudhoyono @iskan_dahlan .. Jangan omdo tok;0;1;0;0;0
@mohmahfudmd @Itjechodidjah kebijakan pastilah baik. Lebih baik bila dilakukan dgn konsisten.;0;1;0;0;0
@linarola iya bund kmrn g bs nonton makax sempatin nonton d youtube. Smoga ttp amanah bersama pak @jokowi_do2 jd birokrat anti korupsi :);1;0;0;0;0
@KompasTV @Pak_JK yang terbaik bagi bangsa ini adalah pemimpin yg amanah...amin;1;0;0;0;0
 @mohmahfudmd  Ya Pak Seharusnya harus begitu mudah-mudahan jangan memberi contoh yang tidak baik tapi memberi contoh yang baik.;0;1;0;0;0
Sugeng siang pakde @jokowi_do2 , kenapa kami rakyat yg kurang mampu ini merasa tidak diperhatikan oleh pemimpin seperti bapak??;0;0;1;0;0
@mohmahfudmd hehe ndak bisa bergerak ya pak? Yg penting amanah.;1;0;0;0;0
.@Pak_JK : Diusung PKB adalah Amanah http://t.co/CZePhgbINT;0;0;0;1;0
@Prabowo08 Thanks ya Pak Prabowo. Saya dukung 100% Bapak jadi Presiden RI....;0;0;0;1;0
"Prabowo08 ketika aktif di militer dan jadi menantu diktator Orba Suharto dikenal sebagai perwira yang cerdas cemerlang dan ambisius.""";1;0;0;0;0
 @aburizalbakrie mudah mudahan bpk bisa melaksanan dengan baik dan tanggungjawab .sy mendukung semuanya termasuk sy yg bikin kaosnya;0;1;0;0;0
@wiranto1947 Ya Allahh berikan hidayah kpd Bpk wiranto agar memimpin Indonesia lebih baik dan peduli..amin..Yakusa;0;0;0;1;0
"Kerendahan hati. Tulus memuliakan keinsanan ikhlas dan amanah modal utama @jokowi_do2 pilihan dominan warga utk dicapreskan 2014.""";1;0;0;0;0
RT @asatunewscom: Kasus Dugaan Korupsi Dahlan Iskan Ditelaah Mabes Polri: http://t.co/FV03TM6SYq @iskan_dahlan;1;0;0;0;0
"intelimuuut @iskan_dahlan @hendra_desano @TrioMacan2000 Aktual itu kerja dan berkinerja baik. Dahlan Iskan lakukan. So sy juga mo kerja :)""";0;1;0;0;0
"Dharma_BT @SBYudhoyono @PLNSumut @iskan_dahlan Memang PLN tidak bisa di percaya Lebih baik Percaya Pada Penjahat""";1;0;0;0;0
mohmahfudmd @b_rainb @gerry_waleza yang penting amanah Pak.;1;0;0;0;0
"mohmahfudmd smoga pemimpin yg baik di indonesia ini menyatukan visi dan misi Demi Indonesia bkn utk kepentingan golongan dan pribadi! Akin""";0;1;0;0;0
mohmahfudmd saya percaya bpk orang jujur dan baik. Klau bpk mengejar kekayaan mungkin sdh kaya raya. Seperti akil  mohtar.;1;0;0;0;0
"mohmahfudmd ya benar itu pak Md. Mending kita tdk ush umbar janji. Kepilih kt laksanakan yg baik buat bangsa ini. Iyut pak sklangkong.""";0;1;0;0;0
"jokowi_do2 Selamat Pagi Pak terima kasih ya Pak sudah membuat Jkt lebih baik Salut Pak! Mdh2an Bpk klrg sll dlm lindungan ALLAAH SWT""";0;1;0;0;0
RT @Pak_JK: Setiap hari mungkin tdk selalu baik tetapi ada sesuatu yg baik di setiap hari slmt hari Jumat semoga penuh berkah dan kebaika?;0;0;0;0;0
"RT @IwanPiliang: Kerendahan hati. Tulus memuliakan keinsanan ikhlas dan amanah modal utama @jokowi_do2 pilihan dominan warga utk dicapres?""";1;0;0;0;0
"RT banget mbak @trimumpuni: @Prabowo08 kl kt berbuat baik dlm hidup hal2 baik akan mengikuti hidup kita ... http://t.co/3uZeQBHcZi""";0;0;0;0;0
Bergerak bersama @Prabowo08 Subianto dan partai @Gerindra menciptakan perubahan untuk Indonesia yang lebih baik.;0;1;0;0;0
"Insya Allah pak @wiranto1947 pak @Hary_Tanoe menjadi Pemimpin yg amanah mengabdi melayani kepentingan Rakyat! ???Â¯???Â¯ http://t.co/JohXcKb1lt""";1;0;0;0;0
"RT @Prabowo08: Inilah prinsip-prinsip yang mendasari kebijakan politik saya. Berbuat baik berpikir baik bersikap baik dan berharap baik.""";0;1;0;0;0
"benar sahabathatta rakyat antusias mendukung...RT@sahabathatta @hattarajasa dapat dukungan elemen masyarakat. @HR_fans @HRempatbelas""";0;0;0;1;0
@jokowi_do2 Demi bangsa yang kita cintai dan amanah semoga Alloh senantiasa melindungi dlm setiap langkah Bpk amin;1;0;0;0;0
"Jusuf Kalla merupakan tokoh nasional yang dikenal kerap berseloroh. Kali ini ketika ditanya soal kapabilitas...fb.me/1rdqMflbE""";0;1;0;0;0
"Pak_JK sosk krismatik memilki pengaruh opini yg baik dimasyarakt selama ini.kemunculannya dipentas politik masih ditunggu pernnya""";1;0;0;0;0
"hattarajasa Sgt tdk bijak pemilik kndaraan kena pajak jalan.Jgn terus2an bebani rakyat.Jln kluar yg baik batasi produksi kndaraan brmotor.""";0;1;0;0;0
 @mohmahfudmd mari sama??? membuat Indonesia (jauh) lebih baik dari hari ini. Masih ada harapan.;0;1;0;0;0
"@Pak_JK: Assalamualaikum WrWb Selamat Pagi."" Wa alaikum salam semoga tetap amanah dan beramal ya pak. """;1;0;0;0;0
"RT @wiranto1947: Pemimpin itu di pilih karena memiliki kelebihan. Kepercayaan amanah dan bertanggung jawab adalah bagian darinya #pemimpin""";1;0;0;0;0
"Guruh: Jokowi, Puan, Megawati Tidak Layak Nyapres republika.co.id/r/mv7u3f""";0;0;0;1;0
"RT @Pak_JK: Menjadi seorang pemimpin yg punya kewenangan hrs tetap amanah jangan mudah tergoda apalagi hanya materi yg mendatangkan kesenangan?""";1;0;0;0;0
"mohmahfudmd Salam ayahanda .Apreseasi atas kpemimpinan ayahanda menjadi ketua MK yang jujur dan adil semoga bs dicontoh ket MK baru""";1;0;0;0;0
"Klo jd pemimpin yg adil doanya slalu terkabul. RT @mohmahfudmd: Wah jd Presiden tdk enak tp enak sekali @KartikaDjoemblo:""";1;0;0;0;0
"mohmahfudmd. Kalau jadi Presiden maka harus mencontoh Kanjeng Nabi Muhammad yg Adil Jujur dan mensejahterakan rakyatnya.""";1;0;0;0;0
"Prabowo08 kami senantiasa mendoakan agar Bpk menjadi Pemimpin yg Tegas dan semoga ALLAH SWT menunjukan Bpk adaah Ratu Adil Amin YRA.""";1;0;0;0;0
"Malu2in saja ni para calon penipu rakyat..RT@kompascom:Acit Pasrah Es Tebunya Tak Dibayar Rombongan Aburizal Bakrie kom.ps/AFaooG""";1;1;0;0;0
Acit Pasrah Es Tebunya Tak Dibayar Rombongan Aburizal Bakrie kom.ps/AFaooG via)kompascom Si bapak pelupa / emg ceroboh nih? tsk;0;1;0;0;0
"CAPRES TOLOL ! RT""@tribunnews: Acit Pasrah Es Tebunya tak Dibayar Rombongan Aburizal Bakrie - Tribunnews.com tribunnews.com/regional/2013/""";1;1;0;0;0
"@Gerindra: .@Prabowo08: Perjuangkan Pemilu yg jujur dan adil untuk Indonesia yang lebih baik. http://t.co/z3KL0njuTy"". Rakyat Kawal pasti";1;0;0;0;0
 Pak Jusuf Kalla teladan bangsa Capres idaman cc : @Husainabdullah1 @triomacan200 @saididu jusufkalla.info/archives/2013/ @agnezmo;1;0;0;0;0
"Subhanallah opa jusuf kalla trnyta karismatik y .. Hehe :3 (liat bliau lebih dekat)""";1;0;0;0;0
Surya Paloh mukanya kok kayak penyihir jahat.;1;0;0;0;0
"Beriklan di MetroTV / Berdonasi via MediaGroup Peduli = ngasih biaya kampanye Surya Paloh. Belum berkuasa ajah dah licik yak... HORROR..!""";1;0;0;0;0
"Bukan rahasia kok korup homo dan tukang tipu si Jokowi """"@Metro_TV: Megawati Beberkan Rahasia Jokowimetrotvn.ws/N193688""""""";1;0;0;0;0
"Ah dusta dulu bilboard lu gede banget pgn jd capres RT)kompasiana Wiranto:Jika NAFSU Menjabat Saya Sudah Jadi Presiden.""";1;0;0;0;0
"beginilah partai tukang tipu mulai dari MEGAWATI jokowi sampai ke pasukan sosmednya tukang tipu semua@ESAJJAH)TrioMacan2000)PartaiSocmed""";1;0;0;0;0
jgn pilih ARB deh jadi persident 2014;0;0;0;1;0
"Dan bahkan terkesan munafik RT)detikcom: Meski Ibu Ani Puji Megawati Koalisi PD-PDIP Dinilai Sulit Terwujudde.tk/6tTFT""";1;0;0;0;0
 @TrioMacan2000 kayak wiranto dengan kasus HAM-nya donk ya can? Munafik;1;0;0;0;0
Surya Paloh munafik..!;1;0;0;0;0
Wajahnya jahat ya ? Gak cucok gt deh jd presiden RT)sftr_nn: Surya Paloh ituuu wajahnya kayak Kertarajasa yg ada di Petualangan Sherina..;1;0;0;0;0
"Mau bohong apalagi Om? """"@Metro_TV: Surya Paloh Bertemu Megawati Siang Ini metrotvn.ws/N195988""""""";1;0;0;0;0
jakarta banjir pak surya paloh ikut membagikan bantuan ke warga;0;0;1;0;0
ARB tidak cocok jdi presiden...;0;0;0;1;0
@farhatabbaslaw Dhani melulu!anaknya Hatta Rajasa gimana goblok!;1;0;0;0;0
Hatta rajasa tidak terlalu populer di masyarakat. Wkwkw;1;0;0;0;0
Hatta Rajasa Dinilai tidak Populer di Masyarakat metrotvn.ws/V186460;1;0;0;0;0
Jd menko pun tak cocok RT)Metro_TV: Hatta Rajasa Dinilai tidak Populer di Masyarakat metrotvn.ws/V186460;1;0;0;0;0
"iskan_dahlan Hidupkan negeri ini dgn kebersamaan gotong royong untuk menuju masyarakat adil makmur yg kita harapkan.""";0;1;0;0;0
@mohmahfudmd menurut saya kurang adil prof. Mereka sama-sama kerja keras.tapi untuk guru honorer dg penghasilan segitu ga akan cukup;1;0;0;0;0
"Pak @Prabowo08 ... maju terus utk Indonesia tegakkan aqidah utk Indonesia yg lebih baik jujur dan adil bermartabat. Bangun kejayaan NKRI""";1;0;0;0;0
@aburizalbakrie assalamu alaikum. Sya suka dg iklan Pencapresan bapak di media yg menampilkan semua presiden RI. Itu adab yg baik pd mrka.;0;1;0;0;0
"MataNajwa @basuki_btp @iskan_dahlan @mohmahfudmd inspiratifayo  ikuti  langkahnya  negri ini butuh pemimpin yg beradab dan adil""";1;0;0;0;0
"Bersama @hattarajasa bangun Indonesia adil dan sejahtera...TOLAK GOLPUTSuara GOLPUT suara SETAN""";1;0;0;0;0
"Pak @wiranto1947 menegaskan seluruh elemen bangsa jgn sampai pesimis dgn kondisi bangsa yg bisa memicu sikap acuh tak acuh terhadap bangsa""";0;1;0;0;0
@dagienkz mukanya surya paloh terlalu jahat untuk jadi cawapres sumpah;1;0;0;0;0
"Pak surya Paloh adalah salahsatu politisi busuk dan Nasdem berisi politisi kutu loncat dan sakit hatiyoutu.be/wC8-zi2dlio?a via)YouTube""""""";1;0;0;0;0
"Masuk semnas III diawali dgn logat khas madura, beliau adalah guru bsr HTN UII panutan saya dan Nasdem berisi politisi kutu loncat dan sakit hatiyoutu.be/wC8-zi2dlio?a via)YouTube""""""";1;0;0;0;0
@mohmahfudmd kami sangat mendukung kakanda. YAKUSA;0;0;0;1;0
kepala ane mendadak pusing stlh baca kultwit nya)TrioMacan2000 tentang surya paloh dan@iskan_dahlan.busuk kabehh :(;1;0;0;0;0
"Gmn tuh pak Dahlan Iskan? Pilih anak buah jngn ABS sosialisasi pemadaman sj TIDAK becus! Pdhl media sosial banyak payah gak mutu!""";0;1;0;0;0
@jokowi07 @jokowi_do2 keajaiban pasti ada bila masa waktu yg di tentukan akan tiba.Allah itu maha adil.smga pak jokowi di angkat drajat nya.;1;0;0;0;0
"Jakarta - Ketua Umum P. NasDem Surya Paloh mengakui sebagai partai baru NasDem masih kekurangan dakan berbag... tinyurl.com/py5xvly""";0;1;0;0;0
Dan pasti ada yang menuduh dahlan iskan nggak becus sehingga trafo PLTU suralaya meledak :|;0;1;0;0;0
Calon pemimpin harus gampang berbaur dan merakyat RT @ancabolo Mahfud MD sudah mulai banyak dikenal rakyat Indonesia dan para pemudanya mas;1;0;0;0;0
"Hatta Rajasa sabet penghargaan tokoh Islam berprestasi mantap goo.gl/fb/TxjvL #nasional #hattarajasa #pan""";0;1;0;0;0
Surya Paloh Dituding Korupsi Dana Tsunami Aceh http://t.co/ZwZEwKccI5 !!!;1;0;0;0;0
Kinerja PLN sekarang kembali buruk setelah Dahlan Iskan;0;1;0;0;0
"TrioMacan2000 @iskan_dahlan manusia ada sisi baik dan buruk kita ambil baiknya kita buang buruknya.""";1;0;0;0;0
"br jd capres aja udh dusta RT)kompascom: Wiranto: Kuis Kebangsaan Win-HT Memang Di-""Setting"" tapi...kom.ps/AFc6mn""";1;0;0;0;0
Gak rela punya presiden jelek kayak Aburizal Bakrie. Lebih ga rela punya presiden ganteng tapi caper kayak Gita Wirjawan. x);1;0;0;1;0
"youtube.com/watch?v=2RoyV7? Video Kebohongan RCTI program WINHT Wiranto Hary Tanoessoedibjo Partai HANURA . Entar Klo Kepilih Boong mulu deh!!!""";1;0;0;0;0
"Soalnya kalau pemberitaan buruk bs kena dampak pencapresan @iskan_dahlan. @wibag @fadjroel @widyasrini""";1;0;0;0;0
"Ngomongnya begini ga pantas dipilih> Wiranto Sindir Rhoma: Sekarang Pedangdut Besok Pemain Akrobat Nyapres @detikcom de.tk/6F9tej""";0;0;0;1;0
"Wiranto juga memiliki banyak kelemahan. Selain masih dianggap sebagai otak di balik kerusuhan 1998 komunikasi politik Wiranto sangat lemah.""";0;1;0;0;0
"Calon2 presiden yang tidak layak dipilih karena terlibat pelanggaran HAM yaitu Wiranto Prabowo Aburizal Bakrie. #suaramuda2014""";1;0;0;1;0
"PKB: Hasil Survei Mahfud MD Jelek Rhoma Irama Diusung Jadi Capres bit.ly/1dCWqB8""";1;0;0;0;0
"Jgn pilih ARB ! RT @Footballnesia: 34. Mengapa di tahun 2014? Ada beberapa sebab. Pertama La (cont)tl.gd/n1r7t3""";0;0;0;1;0
BOHONG DUSTA RT)VIVAnews: ARB Larang Kadernya Jelekkan Partai Lain goo.gl/UMTG8o;1;0;0;0;0
coba liat sosok calon pesiden (wiranto X rhoma irama) saling gunjing. laaa yg gitu mau dijadikan pemimpin negara. msh mau dipilih? goblok;1;0;0;0;0
@FAdrul_LoL Kalo ketemu pemimpin yang merakyat kayak Mahfud MD pasti selalu dapet kesempatan lain kali...;0;0;1;0;0
Kalau skrg di paksakan hrs Megawati lagi yg ada rakyat tambah semakin benci ama Megawati dan PDIP yg di anggap tdk mendengar aspirasi mereka;0;1;0;0;0
"seperti ini pemerintah harus sigap melihat kecenderungan masyarakatnya sehingga birokrasi yang biasa ... | Dahlan Iskan Pemimpin 16/18""";0;1;0;0;0
Saya muak liat iklan ARB. #justsaying;1;0;0;0;0
 Rasanya muak sekali ketika liat ARB iklan di tipinya sendiri.;1;0;0;0;0
"100 RT Angga_manyun: gak bisa diungkapkan dengan kata2 deh saya sangat bahagia sekali bisa berdialog dengan Mahfud MD sang karismatik ! !""";1;0;0;0;0
Megawati itu sudah TUA! dan tidak layak jadi PRESIDEN 2014!)BonnieTriyana: Megawati itu sinis ya....;1;0;0;0;0
Kalo diliat2 pak Wiranto ini mirip Andre Saputra XD gombal mukio kowe;1;0;0;0;0
"16.Misalnya kriteria kompetensi dalam pergaulan internasional karena Wiranto mempunyai kelemahan dari sisi tersebut.""";0;1;0;0;0
"Pake nyanyi lagi tuh wkwkwkwk kacau kacau RT)DewiHndayani: Banget! ""hizkiastephen: RCTI PENCITRAAN ! Apa-apaan ada si Wiranto -_- wkwkwk?";1;0;0;0;0
"""@odyfein: Wiranto I goblok po pie -_-""";1;0;0;0;0
 Wiranto?jadi calon presiden?capres ko munafik! Mengkhianati agamanya sendiri;1;0;0;0;0
"Muak banget liat mukanya wiranto sama HT bullshit...""";1;0;0;0;0
Ical trackrecordnya buruk. Gitu aja sik. :p;1;0;0;0;0
"""@VIVAnews: Megawati: Petani dan Nelayan Indonesia Harus Dapat Proteksi goo.gl/MoXc7S""buruh aja kau gadaikan.bohong sekali kau";1;1;0;0;0
"Meski followerku dikittp ikutan RT ya... RT @Judhi_Anto Pljrn hari ini: jgn pilih ARB or Golkar @PartaiSocmed@InfoGolkar @GolkarInstitute""";0;0;0;1;0
@KetapangKite PKB: Kesederhanaan Mahfud MD bisa menjadi teladan bagi masyarakat.m.okezone.com/read/2013/12/2?;1;0;0;0;0
"Riset: Elektabilitas Ical Prabowo Megawati Pramono dan Rhoma masih rendah metrotvn.ws/N204236""";1;0;0;0;0
"prabowo memang generasi tua tapi tim kerja nya relatif muda dan progresif. dia pandai mengelola dua generasi. patut di apresiasi.""";0;1;0;0;0
"RT)henditekate: Prabowo Subianto)dennysakrie: Siapakah politikus paling buruk di tahun 2013 ?""";1;0;0;0;0
"Wiranto sama Harry Tanoe bisa nggak sih ngga Kampanye sekarang pake terselubung segala. Capres-Wapres Goblok!""";0;1;0;0;0
RT)TrioMacan2000: 41. Janji dahlan iskan selesaikan PLTU thn 2004 adalah dusta besar. Dahlan rampok Kaltim. Brpa harga mesin bekas china t?;0;1;0;0;0
@DahlanIskanNote Tidak ada ide yang bisa ditawarkan selain black campaign. Jangan pilih Wiranto! . .;1;0;0;1;0
"5 orang-orang hebat : Joko Widodo Abraham Samad,  Anies Baswedan,  M. Jusuf Kalla dan Ganjar Pranowo.""";1;0;0;0;0
Sibuk pencitraan kali RT)ernestprakasa: Halo Gita Wirjawan. Halo Hatta Rajasa. Halo Aburizal Bakrie. Halo ...m.tmi.me/1deenA;1;0;0;0;0
"Di indonesia juga""@REALGel_Biru: Pilpres 2014: Jusuf Kalla Tokoh Favorit Di Malaysia nblo.gs/SuAKj""";1;0;0;0;0
"idyllicbola kalo ARB prabowo,  wiranto dll udah bosan. pengen cari yg baru""";0;0;0;0;0
"Elektabilitas Prabowo rendah Gerindra tak pusing bit.ly/1hiiXIG""";1;0;0;0;0
"Ambisius... RT)kompascom: Prabowo Disebut Capres Paling Tak Diinginkan Gerindra Tak Pedulikom.ps/AFdwON""";1;0;0;0;0
Pak Gub Jokowi tidak adil. Mengapa takbiran keliling dilarang. Taun baruan malah direstui bahkan dihadiri. ..;1;0;0;0;0
"makin terlihat alasan Hatta Rajasa jadi menko murni karena dia besan bukan karena kapabilitas..""";0;1;0;0;0
"Pencitraan mulu mutu ank buah lu tuh buruk. RT)VIVAnews: Kata Jusuf Kalla Usai Jenguk Ratu Atutgoo.gl/Dlb4yX""";1;0;0;0;0
Menko ekonomi hatta rajasa .besak omong.tongkosong nyaring bunyinya...Nol.alasan Pem.tak boleh intervensi.dasar mentri goblok. ngurus gas Nol;0;1;0;0;0
"Iklan dukung prabowo barusan provokatif dan pembodohan.. jangan dipilih harga BBM koq di murahin ngimpi pak..""";0;1;0;0;0
"Ambisi :D ""@detikcom: Dibilang Capres Tak Populer Wiranto: Biar Saja de.tk/6Lhsjn""""""";1;0;0;0;0
"Bohong bercuman pencitraan itu mah RT)berlianarr:)RafiYusril ? RT)detikcom: Wiranto Dukung Yusril Ajukan Uji http://t.co/Tq949RLvU""""""";1;0;0;0;0
"TrioMacan2000 Ujung2nya black campaign Prabowo juga. Can..can revolusi jempolmu bau busuk.""";1;0;0;0;0
pencitraan busuk dahlan iskan nih chirpstory.com/li/180229 HAHAHAHA;1;0;0;0;0
"Mereka adalah para penyelenggara negara yg hebat. Pak @jokowi_do2 pak jusuf kalla pak anies pak abraham. (y)""";1;0;0;0;0
"Entahlah muak aja liat iklan kampanye partai apalgi iklannya ARB :|""";1;0;0;0;0
"nasionalisnya jd kurang greget..gara2 adegan itu...wajar kalo megawati marah gak setuju mgkn disisi itunya atau masalah soekarno kawin lg""";0;0;0;0;0
kurang ajar yes pemerintah main sinetron harga gas elpiji aja ngorbanin rakyat aja bisanya..pret laah hatta rajasa ibas sby dll dll fak yuPD;0;1;0;0;0
"Acara mata najwa semalem ngundang jusuf kalla jokowi, anies baswedan,  ganjar pranowo, abraham samad. Mereka org2 hebat di indonesia keren.""";1;0;0;0;0
So intinya jangan pilih Hatta Rajasa jadi presiden. Ngehek.;0;0;0;1;0
"Lo tu pg dele esok tempe munafik""""@RadioElshinta: Hatta Rajasa: Kenaikan Harga Elpiji Harus Lihat Sikon Masyarakat elshinta.com/v2003a/readnew?""""""";1;0;0;0;0
"Ngomongnya bru skrg payah ah rt @kompascom: Dahlan Iskan: Kenaikan Elpiji Salah Saya kom.ps/AFeBVQ""";0;1;0;0;0
"Bahaya klo Hatta Rajasa jd presiden. Bljr dr kasus anaknya masyarakat bs menuntut bebas hukum dr pelanggaran lalu lintas khususnya tabrakan""";1;0;0;0;0
Males banget liat iklan Hatta Rajasa ini. Jadi Menko Perekonomian aja gak sukses....;0;1;0;0;0
"Di Illucinati Ernest bahas soal politik dan pemilu 2014 dia ngomongin 'kejam'nya Prabowo?instagram.com/p/ize4doDhrw/""";1;0;0;0;0
"r rezim megawati fatal parah bersama kwik kwan gie  sebab colateral aset penjaminan pencetakan mata uang dolar rupiah sudah jatuh tempo""";0;1;0;0;0
Iyooo lah.. X_X. Makanya jamanmu pun parah..! RT)kompascom: Megawati: Jadi Presiden Itu Gampang;0;1;0;0;0
Munafik level: ARB;1;0;0;0;0
"Mamam tuch ambisius banget mengejar dunia.RT""""@kompasiana: Elektabilitas Aburizal Bakrie Terendam Lapindokom.ps/AFeDQM""""""";1;0;0;0;0
"Hatta rajasa ngurus anak aja gak becus apalagi ngurus negara.""";0;1;0;0;0
Kini giliran jusuf kalla yg melakukan pencitraan;1;0;0;0;0
"kelemahan prabowo mudah di hasut di akalin hingga modalnya prabowo habis oleh komisaris megawati kata gusdur namanya kudanil gitu itu""";0;1;0;0;0
"Pasti gagal ""@kompascom: Survei Kompas Pelan Tapi Pasti Langkah Aburizal Bakrie kom.ps/AFeEK3""""""";0;1;0;0;0
"Arb ambisius yahsama ambisiusnya kaya win-ht""";1;0;0;0;0
@KhofifahIP @mohmahfudmd beliau idola saya bu keren kan Pak mahfud md bu;1;0;0;0;0
"Bosan dngn muka ARB SURYA PALOH WIN-HT dan muka2 polos haus kuasa? slmatkan frekuensi publik. 16/01/14 bundaran HI""";1;0;0;0;0
2014Diam-diam Ketum PAN Hatta Rajasa masih memendam ambisi ke Pilpres 2014. Komunikasi terus dilakukan dengan sejumlah capres antara ...;0;1;0;0;0
Fucking lebay RT  @detikcom  Dahlan Iskan: Coret Saya dari Peserta Konvensi Capres PD!  de.tk/6Pmquo;1;0;0;0;0
"Sponsor isinya partai partai partai  PAN lah ARB lah  jasittttttt muak !""";1;0;0;0;0
"JANGAN PILIH gita  rhoma naudzubillah untuk RI 01.""";0;0;0;1;0
"Lebay bener prabowo, sespesies SBY, wiranto HT, dahlan iskan,  farhat abbas sempak! Dahlan Iskan: Coret Saya dari Peserta Konvensi Capres PD! via  @detikcomde.tk/6Pmquo""";1;0;0;0;0
@faridferre Banyak lagi contoh hal yg tidak pantas yg dilakukan Mahfud MD. Seperti reaksinya ketika Rudi Rubiandini ditangkap.;1;0;0;0;0
"Jokowi selesaikan Gub dulu utamakan integritas n tggjwab)fadjroeL: 11. HASILNYA: Jusuf Kalla 67% (1) -> 45% (2) -> 31% (3). #JokowiRI1?""";0;1;0;0;0
"Hatta Rajasa""Kt jd bangsa yg bodoh kl tdk alihkan dana subsidi utk Infrastruktur"".Lha anda jd mentri GOBLOK!!!Baru bcara skrg @SBYudhoyono""";0;1;0;0;0
Dahlan Iskan Humoris tetapi berwawasan kedepan : ENERGI UNTUK NEGERI - GEOTHERMAL:youtu.be/JkYBtfhwUX8via@youtube;1;0;0;0;0
"sombong amat sih ""@merdekadotcom: Megawati: Saya miliki hak prerogatif tentukan capres mdk.to/7Dl1 #Politik""";1;0;0;0;0
"detikcom.bu Megawati jangan ambisi!ibu sudah gagal total sewaktu menjabat Presiden.""";1;0;0;0;0
YAELAH ABURIZAL BAKRIE NGURUS SIDOARJO AJE NGGAK BECUS MALAH MAU NGURUS INDONESIA;0;1;0;0;0
"Salam WIN-HT bersih peduli tegas dari Putri Krismawan Hadiwinata @WIN_HT2014 @Harry_Tanoe @wiranto1947 @PartaiHANURA http://t.co/pMvwtLiUbH""";1;0;0;0;0
Jusuf Kalla FAVORIT SAYA! Survey Cirus : JK di Posisi Puncak Berpasangan dengan Jokowi | Jusuf Kallajusufkalla.info/archives/2014/?;1;0;0;0;0
JUSUF KALLA = KUALITAS Jusuf Kalla kualitas kepemimpinan dan ketegasannya dibutuhkan bangsa!...fb.me/2oho1UMTu;1;0;0;0;0
"Jangan mbalelo dukung ketum""""@republikaonline: Megawati Instruksi Kader Disiplin dalam Penentuan Capresrepublika.co.id/r/mz6r7f""""""";0;0;0;1;0
Ada2 aja nih iklan arb.... Makin muak ngeliatnya.;1;0;0;0;0
"Wiranto : Untuk membangun perubahan kita butuh pemimpin. Untuk itu tanpa ragu hanura menempatkan WIN-HT.#WinHT#Wiranto""";0;1;0;0;0
ARB menyampaikan turut berduka atas terjadinya bencana longsor di daerah malalak;0;0;1;0;0
pemimpin kok lembek RT @triomacan2000 Syahganda : Jokowi Tidak Penuhi KriteriaPemimpin Indonesia: asatunews.com/berita-17482-s;0;1;0;0;0
Iklan ARB selain buruk secara visual juga menyebabkan mual!!! ARB = atut ratu banten;1;0;0;0;0
Hebat pak Prabowo Subianto  :) http://t.co/qCeOttF3kE;1;0;0;0;0
"Sgt dibutuhkan RI yg berantakan spt saat ini ""@polairut: Kl wiranto Votable gak??@RendiKristyadi kapabilitas pemimpin tmi.me/1dmQXZ";0;1;0;0;0
ini adalah salah satu bentuk prajurit yg tangguh -> TV Belanda Filmkan Operasi Prabowo di Papua goo.gl/I1WLYjcc:)Prabowo08;0;1;0;0;0
Hhahaha klu pak Prabowo punya jiwa karismatik seorang jendral(TNI) @NunaRechyytaaa untuk pak @anismattabisa jd wakil insya Allah tercapai..;1;0;0;0;0
Track record politic pak hatta rajasa apaan?? *ngaca. Mungkin saya kurang banyak baca+nonton. Damn.;0;1;0;0;0
