content;integritas;kapabilitas;empati;akseptabilitas;kontinuitas;;;;
"#BisnisIdol saya pak @iskan_dahlan  pengusaha yang berani turun ke lapangan untuk benar2 menganalisis permasalahan.:D @UCEO_ID""";-1;1;-1;-1;-1;;;;
Sisi baik @prabowo08 adalah berjiwa pengayom dan pelindung. Lindungi @triomacan2000 dan Herculles. @sakti_bara @triojilbab2000;1;-1;-1;-1;-1;;;;
"RT @danrem: Dukung gaya pemimpin muda spt @tri_rismaharani @jokowi_do2 @basuki_btp @ridwankamil @ganjarpranowo @BimaAryaS M. Kholiq Arif """;-1;1;-1;-1;-1;;;;
"mohmahfudmd @abangjayOK. Asal mbelanya juga gak waton mbela pakkrn klo itu terjadi kadang2 ADIL yg menjadi dsrnya hukum gak tercapai""";-1;-1;-1;-1;-1;;;;
"Semoga baik""@nanang99: @ondarnis @Lilywahid @Gus_Sholah @wiranto1947 budaya silaturahmi insya Allah menambah sahabatpanjangkan  @lilywahid""""""";-1;1;-1;-1;-1;;;;
"mohmahfudmd @RizalAo59 Setuju pak jadilah pemimpin yang amanah dan bisa dipercaya.""";1;-1;-1;-1;-1;;;;
"Sy selalu support Pak @jokowi_do2 &amp; @basuki_btp di media sosial RT @JokowiAhok: Jokowi Aktif Pantau Media Sosial http://t.co/I6ir48y8GN";-1;1;-1;-1;-1;;;;
"@PDI_Perjuangan @republikaonline @jokowi_do2 : Slamat ats penghargaan Sosmed yg hakekatnya mau dengar &amp; bersapa dgn masyarakat u/ ttp amanah";-1;1;-1;-1;-1;;;;
iskan_dahlan bapak baik bgt yaaaa bener2 kaya yg saya bayangin ;1;-1;-1;-1;-1;;;;
"JBKaskus : di sini sisi baik yg tdk di miliki oleh pemimpin yg lain..jujurterbuka berani bertanggung jawab..maju @jokowi_do2 @basuki_btp""";1;-1;-1;-1;-1;;;;
"jokorsw @jokowi_do2 @basuki_btp semangatnya udah jauh turun dibanding saat kampanye warga yg aktif diperlukan sebetulnya""";-1;1;-1;-1;-1;;;;
Cadaas pak.Semangat utk Indonesia yg lebih baik :D RT@hattarajasa: Kita tdk blh goyah dan gamang terhitung januari 2014 kita hentikan ekspor;-1;1;-1;-1;-1;;;;
"Semoga pak Jokowi dapat berkoordinasi dengan baik beliau""@Sarah_Pnd: @jokowi_do2 sudah lewat satgas perlindungan anak.. @ihsanpeksoskpai""""""";-1;1;-1;-1;-1;;;;
"jokowi_do2 sekedar suara rakyat pastikan Bapak tuntaskan amanah sebagai DKI 1 Soal capres kalau takdir tak akan kemana tak harus 2014""";-1;1;-1;-1;-1;;;;
Prabowo08 rakyat jg lg bingung pak siapa yg bisa ngelola kekayaan negara ini;-1;0;-1;-1;-1;;;;
@Prabowo08 #Murphy_hutagalung @HWM268 @ArionMH @Pirton_H @Gerindra Insyaallah orang yg amanah memperjuangkan rakyat http://t.co/tJ2gSMWDLp;1;-1;-1;-1;-1;;;;
"Gerindra harus menang tanggungjawab @Prabowo08 presiden (Berwibawa adil tegas peduli NKRI? Harga Mati !  @FaktaPrabowo @UnitedBTM""";1;-1;-1;-1;-1;;;;
"selamat pagi pak @iskan_dahlan  pak @Yusrilihza_Mhd pak @Jokowi_ID pak @wiranto1947 """" terus berjuang utk Indonesia yg Lebih Baik Lagi """"""";-1;1;-1;-1;-1;;;;
" Klo @jokowi_do2 aja blm dianggap prestasinya apalagi si Ruhut si Nurhayati ? Cape dech...http://t.co/5T3Tf8CCOb""";-1;0;-1;-1;-1;;;;
"mohmahfudmd  kembali sy tegaskan rakyat Indonesia yg BAIK butuh kepemimpinan anda  yang jahat pasti tak suka. Mana yg lebih banyak ?""";-1;1;-1;-1;-1;;;;
@mohmahfudmd @Afrialsyarlee menurut sy politisi adalah tanganya rakyat indonesia bersikap utk memperjuakan negara ini menjadi baik. gimana?;-1;1;-1;-1;-1;;;;
@ronnie_rusli @jokowi_do2 PRJ kemayoran? kok malah bikin tandingan PRJ monas? artinya gak berani nyolek yg gede.;-1;0;-1;-1;-1;;;;
@jokowi_do2 @basuki_btp : Tetap semangat pak gubernur dan wakilnya untuk membenahi jakarta..!! semoga jakarta bisa menjadi yang lebih baik..;-1;1;-1;-1;-1;;;;
@Golkar5 @aburizalbakrie Sukses Selalu Buat Golkar. semoga menjadiharapan bangsa ini. dan membawa Indonesia ke arah yang lebih baik.;-1;1;-1;-1;-1;;;;
RT @d_deswan: @Golkar5 @aburizalbakrie Sukses Selalu Buat Golkar. semoga menjadiharapan bangsa ini. dan membawa Indonesia ke arah yang lebi?â€ºÆ’?Âª??;-1;1;-1;-1;-1;;;;
@Pak_JK semoga hidup lebih baik pak;-1;1;-1;-1;-1;;;;
"Dari semua capres dan pemimpin publik di Indonesia saat ini cuma @jokowi_do2  @ahok yang baik dibandingkan yg lain. @debley11 @wakadol2012""";1;-1;-1;-1;-1;;;;
@debley11 @wakadol2012 @asmadayoel @kalamanaya @Lekoons @jaripeduli @jokowi_do2 @KPK_RI lebih baik ente banyak belajar spy nalarnya bagus;-1;1;-1;-1;-1;;;;
"Para pahlawan dimasa lalu telah melaksanakan peran mereka sekarang tugas  untuk melanjutkannya dengan lebih baik lagi-@aburizalbakrie #SKPG""";-1;1;-1;-1;-1;;;;
"jokowi_do2 terima kasih atas kebijakannya melarang Topeng Monyet. Hati anda memang sangat baik. Tambah salut padamu http://t.co/bRnTOzl8Zx""";-1;1;-1;-1;-1;;;;
"fahiraidris @Firdaus_Djalal pernah saya tuits pak @mohmahfudmd sistem ini baik yg dipilih maupun yg milih  BELUM SIAP!""";-1;1;-1;-1;-1;;;;
"Mudah2an Pak @jokowi_do2  benar2 mjd contoh pejabat yg jujur tegas dan amanah amiiiiin...""";1;-1;-1;-1;-1;;;;
"@jokowi_do2 Ayo Pak JokoWi Buat jakarta lebih baik 2014 Nanti - GodBless &amp; GoodLuck Pak JokoWii";-1;1;-1;-1;-1;;;;
"Semangat yaa pak untuk kemajuan indonesia agar lebih baik dari sekarang buatlah indonesia maju  @aburizalbakrie @PengembaraanARB """;-1;1;-1;-1;-1;;;;
"RT @resstyAF: Semangat yaa pak untuk kemajuan indonesia agar lebih baik dari sekarang buatlah indonesia maju  @aburizalbakrie @Pengembara""";-1;1;-1;-1;-1;;;;
@fadlizon @pesatnews @Gerindra @Prabowo08 DPT pemilu 2014 lebih parah dibandingkan dgn 2009 disebabkan proyek mendagri yg tidak becus. Ada?;-1;0;-1;-1;-1;;;;
@Sarah_Pnd @jokowi_do2 mudah2an jurus ampuh klu diterapkan konsisten bu n melibatkan semua pihak;1;-1;-1;-1;-1;;;;
@fadlizon @Gerindra @Prabowo08 mendagri yang tidak becus dalam pelaksanaan proyek KTP yg hanya menghabiskan anggaran saja.. ini ada apa???;-1;0;-1;-1;-1;;;;
RT @ihsanpeksoskpai: @Sarah_Pnd @jokowi_do2 mudah2an jurus ampuh klu diterapkan konsisten bu n melibatkan semua pihak;-1;1;-1;-1;-1;;;;
@tribunnews @gerindra @prabowo08 ..Rakyat ingin capres amanah..NKRI tetap utuh bukan milik partai..;1;-1;-1;-1;-1;;;;
@Prabowo08 sya dukung bapak untuk menjadi RI 1 program baik dan masuk diakal semoga Sukses selalu;-1;-1;-1;1;-1;;;;
@aburizalbakrie @DPP_KNPI semoga bisa jadi pemimpin yg baik ya pak :);-1;1;-1;-1;-1;;;;
"Prabowo08 sy jd inget anda menyatakan lbh baik membuang gabah drpd membuang beras... Salut jendral sukses slalu.""";-1;1;-1;-1;-1;;;;
"Prabowo08 birokrasi pndidikan yg diharapkan dpt berpran vital reformis dinamis aspiratif terbuka dan bersifat mengayomi kok terkesan sulit""";-1;1;-1;-1;-1;;;;
"assalamuallaikum @Prabowo08 saya sbnarnya mengharapkan bpk utk mnjdi seorang presiden krna saya prcaya bpk bs membangun bgsa lebi baik aamin""";-1;1;-1;-1;-1;;;;
@prabowo08 Kuncinya bersatu harmonis sesama partai biar rakyat memilih capres yg amanah..tegas..tdk korup partainya;1;-1;-1;-1;-1;;;;
"Saya yakin Jkt kalau dipimpin oleh pak @jokowi_do2 5 thn kedepan akan jauh lebih baik krn sdh bnyk terbukti melalui gagasan yg pro rakyat.""";-1;1;-1;-1;-1;;;;
"Prabowo08 salam hormat Pak Prabowo saya simpatik sekali sama bpak yg berani tegas dekat dg rakyat.""";-1;1;-1;-1;-1;;;;
"Prabowo08 malam pak prabowo mudah-mudahan jadi pemimpin yang amanah.""";1;-1;-1;-1;-1;;;;
@mamaz_arif sosok yg cerdas siapa? @jokowi_do2 udah memenuhi syarat kok. Selain cerdas merakyat jg.;-1;1;-1;-1;-1;;;;
"RT @jokowi_do2: memilih pemimpin adl bagian dr tanggung jawab dan yg terpilih harus menjalankan amanah. selamat istirahat akhir pekan.""";-1;1;-1;-1;-1;;;;
@jokowi_do2 iya pak smga sehat selalu menjalankan amanah rakyat;-1;1;-1;-1;-1;;;;
"Antusias masyarakat jakarta begitu besar Tp moda transportasi blm mencukupi. @jokowi_do2 http://t.co/RnKQ8EsoQO http://t.co/LwN2BgclOU""";-1;1;-1;-1;-1;;;;
"liputan6dotcom Suatu sikap yg bijak pak @Prabowo08 Seorang pemimpin itu harus bijak dan adil.""";-1;1;-1;-1;-1;;;;
@Prabowo08 Saya menantikan tahun 2014 apakah Pak Prabowo menjadi Presiden dan membuat NKRI menjadi berdaulat adil dan makmur;-1;1;-1;-1;-1;;;;
@MahfudMD_Info @mohmahfudmd Sy hrp Bpk lupa bkn bohong bhw M. Alim desenting opinion dlm pts 138/2009. Jd bkn hny Bpk yg tdk setuju.;0;-1;-1;-1;-1;;;;
"Prabowo08 butuh berapa duit kalo itu bener mau d realisasikan pak. Tapi idenya sangat bagus slama kepala desanya bsa amanah.""";1;-1;-1;-1;-1;;;;
"Prabowo08 Pak kl nanti Insyaallah bapak terpilih jadi Presiden saya mohon jadi Presiden yg amanah jangan korupsi  cinta rakyat""";1;-1;-1;-1;-1;;;;
@Prabowo08 @Gerindra saya setuju kalau emang bijak Dan adil harus di pertahankan;-1;1;-1;-1;-1;;;;
@Prabowo08 saya percaya siapa pun peminpin nya harus bisa mengemban amanah rakyat..semoga anda bung..;1;-1;-1;-1;-1;;;;
"RT @sapirabela: @Prabowo08 @Ignastherry : #ahok bkn hanya aset gerindra tpi aset bangsa sulit dpt pemimpin amanah bpk tunjukan melalui seo?""";1;-1;-1;-1;-1;;;;
@jokowi_do2  semoga terus amanah pak;1;-1;-1;-1;-1;;;;
"HelmiHelmimoze @MPI_Community @KPK_RI @Pak_JK @rimanews 1000% adil H795tegas jujur hanya didapat di hari akhir setelah nyawa berpisah dgn badan""";1;-1;-1;-1;-1;;;;
@mohmahfudmd menurut saya klo berlaku adil dan jujur sdh pasti hatinya berzikir krn AllahuSamiul alim;1;-1;-1;-1;-1;;;;
@zakirrasyidin @mohmahfudmd : justru negara perlu negarawan seperti beliau...yg Insya ??????ÂÂ«??Æ’????Æ’????Æ’????Æ’?Â­???Â slalu pegang amanah dari rakyat.;1;-1;-1;-1;-1;;;;
@MJJumadi @mohmahfudmd Semoga Amanah bukan Ahmad Fathanah;1;-1;-1;-1;-1;;;;
@triomacan2000 @ratu_adil ayo kita buat rakyat melek thdp dosa @Prabowo08 http://t.co/QURg2S3mFZ;-1;-1;-1;-1;-1;;;;
@Gerindra @rusmana167 @Prabowo08 adili dulu dosa-dosa prabowo!! @TrioMacan2000 @ratu_adil;0;-1;-1;-1;-1;;;;
"aburizalbakrie pemimpin yang bisa memimpin iNdonesia adalah pemimpin yang adiL tegas mengerti rakyat...(Y)""";-1;1;-1;-1;-1;;;;
@Prabowo08 dan adil seadil adilnya itu harapan rakyat;1;-1;-1;-1;-1;;;;
"Prabowo08 hasilnya baik Berakhlaqul Karimah moga Indonesia bisa Maju Adil Makmur Sejahtera Rukun....""";1;-1;-1;-1;-1;;;;
"RT @BasriKomar: kekejaman pelanggaran HAM  sikap diktator KKN semua itu membuat @prabowo08 sbg duplikatnya Suharto. @ratu_adil @TrioMaca""";0;-1;-1;-1;-1;;;;
Jika prabowo dlm memimpin partai saja tidak becus bagaimana bisa menjadi presiden yg bagus?;-1;0;-1;-1;-1;;;;
"Punya kekayaan segitu udah diumbar2 aburizal bakrie ge teu sombong hem""";0;-1;-1;-1;-1;;;;
"prabowo08 Cerdas dlm berfikir luas dlm berwawasan adil bijaksana jujur. Pak prabowo sdh tepat mengambil sikap.""";-1;1;-1;-1;-1;;;;
"mohmahfudmd tp sebagian besar pemimpin kita muslim tp tdk amanah klo amanah sdh makmur rakyatnya prof""";1;-1;-1;-1;-1;;;;
"Jangan Monyet aja dirazia dong Pecun kita tau mangkal dimana aja kgk d razia Ga adil banget @jokowi_do2""";-1;0;-1;-1;-1;;;;
@jokowi_do2 ditambah sikap jujur dan amanah rasanya lebih klop. bulan begitu pak!;1;-1;-1;-1;-1;;;;
Pak @Pak_JK sma pak @mohmahfudmd pemimpin yg akan memprioritaskan kesejahteraan rakyat sama pemberantasan korupsi. Pengusaha dan ahli hukum;-1;0;-1;-1;-1;;;;
1. Yang saya ketahui tentang @Pak_JK adalah kemampuan leadershipnya lebih baik dibanding Capres2 lainnya #Double_JacK;-1;1;-1;-1;-1;;;;
"RT @BakrieWorld: Terus berikhtihar pak @aburizalbakrie demi amanah utk menjd RI 1 kami selalu bantu dengan doa dan tetaplah bertawakal.""";1;-1;-1;-1;-1;;;;
@jokowi_do2 salut dengan pola hidup anda moga tetap bisa mengemban amanah rakyat dengan baik mendapat iringan rahmat dari Allah.aaamiin;1;-1;-1;-1;-1;;;;
"@Gerindra @Prabowo08 Semoga beliau dpt arif &amp; bijaksana serta sayang rakyat kecil..tegas shg harkat &amp; martabat negara lebih disegani.";1;-1;1;-1;-1;;;;
"6. soal memotivasi kita bisa  hrs belajar dri apa yg dilakukan @hattarajasa sbgai abdi negara dia prnh berkata ada bbrpa perumpamaan yg..""";1;-1;-1;-1;-1;;;;
wah ini bisa kena pencemaran nama baik!  @6erindra @kurawa @imanbr @PartaiSocmed @TrioMacan2000 @partaiHANURA @Wiranto1947;0;-1;-1;-1;-1;;;;
"Sy berdoa semoga @mohmahfudmd dpt melanjutkan apa2 yg dirintis Pak Habibie. Pesawat R-80 Akan Buat ""Surprise"" Dunia! http://t.co/kqkyK4nxir";-1;-1;-1;-1;1;;;;
"peningkatan kualitas SDM Menurut @wiranto1947 dg adanya Kesadaran Kebijakan dan pelaksanaan serta control yang baik #kompasTV""";-1;1;-1;-1;-1;;;;
@kompastv @mohmahfudmd ..ciri komunikasi yg amanah..;1;-1;-1;-1;-1;;;;
"Terima kasih kepada @Pak_JK yang hadir &amp; berpartisipasi dalam Diskusi Indonesia Baru. Mari wujudkan #IndonesiaSatu lebih baik";-1;1;-1;-1;-1;;;;
"Terima kasih kepada @wiranto1947 yang hadir &amp; berpartisipasi dalam Diskusi Indonesia Baru. Mari wujudkan #IndonesiaSatu lebih baik";-1;1;-1;-1;-1;;;;
Kalo mikir @pln_123 selalu terngiang pak @iskan_dahlan yg begitu agresif dalam bertindak dan memberikan pelayanan..kenyataannya..;-1;1;-1;-1;-1;;;;
@iskan_dahlan Slamat pak atas gelar Doktor nya.. Moga amanah ya pak.. amien..;1;-1;-1;-1;-1;;;;
Anjing babi bangsat kau @pln_123 MEDAN..masi mati listrik tiap hari kau buat..mana tu tindakan @SBYudhoyono @iskan_dahlan .. Jangan omdo tok;-1;0;-1;-1;-1;;;;
@mohmahfudmd @Itjechodidjah kebijakan pastilah baik. Lebih baik bila dilakukan dgn konsisten.;-1;1;-1;-1;-1;;;;
@linarola iya bund kmrn g bs nonton makax sempatin nonton d youtube. Smoga ttp amanah bersama pak @jokowi_do2 jd birokrat anti korupsi :);1;-1;-1;-1;-1;;;;
@KompasTV @Pak_JK yang terbaik bagi bangsa ini adalah pemimpin yg amanah...amin;1;-1;-1;-1;-1;;;;
@mohmahfudmd  Ya Pak Seharusnya harus begitu mudah-mudahan jangan memberi contok tapi menjadicontok yang baik.;-1;1;-1;-1;-1;;;;
Sugeng siang pakde @jokowi_do2 smuga diberi kemudahan dlm menjalankan amanah ^_^;1;-1;-1;-1;-1;;;;
@mohmahfudmd hehe ndak bisa bergerak ya pak? Yg penting amanah.;1;-1;-1;-1;-1;;;;
.@Pak_JK : Diusung PKB adalah Amanah http://t.co/CZePhgbINT;-1;-1;-1;1;-1;;;;
@Prabowo08 Thanks ya Pak Prabowo. Saya dukung 100% Bapak jadi Presiden RI....;-1;-1;-1;1;-1;;;;
"Prabowo08 ketika aktif di militer dan jadi menantu diktator Orba Suharto dikenal sebagai perwira yang cerdas cemerlang dan ambisius.""";1;-1;-1;-1;-1;;;;
@aburizalbakrie mudah mudahan bpk bisa melaksanan dengan baik dan tanggung .sy mendukung semuanya termasuk sy yg bikin kaosnya;-1;1;-1;-1;-1;;;;
@wiranto1947 Ya Allahh berikan hidayah kpd Bpk wiranto agar memimpin Indonesia lebih baik dan peduli..amin..Yakusa;-1;-1;-1;1;-1;;;;
"Kerendahan hati. Tulus memuliakan keinsanan ikhlas dan amanah modal utama @jokowi_do2 pilihan dominan warga utk dicapreskan 2014.""";1;-1;-1;-1;-1;;;;
RT @asatunewscom: Kasus Dugaan Korupsi Dahlan Iskan Ditelaah Mabes Polri: http://t.co/FV03TM6SYq @iskan_dahlan;0;-1;-1;-1;-1;;;;
"intelimuuut @iskan_dahlan @hendra_desano @TrioMacan2000 Aktual itu kerja dan berkinerja baik. Dahlan Iskan lakukan. So sy juga mo kerja :)""";-1;1;-1;-1;-1;;;;
"Dharma_BT @SBYudhoyono @PLNSumut @iskan_dahlan Memang PLN tidak bisa di percaya Lebih baik Percaya Pada Penjahat""";0;-1;-1;-1;-1;;;;
mohmahfudmd @b_rainb @gerry_waleza yang penting amanah Pak.;1;-1;-1;-1;-1;;;;
"mohmahfudmd smoga pemimpin yg baik di indonesia ini menyatukan visi dan misi Demi Indonesia bkn utk kepentingan golongan dan pribadi! Akin""";-1;1;-1;-1;-1;;;;
mohmahfudmd saya percaya bpk orang jujur dan baik. Klau bpk mengejar kekayaan mungkin sdh kaya raya. Seperti akil  mohtar.;1;-1;-1;-1;-1;;;;
"mohmahfudmd ya benar itu pak Md. Mending kita tdk ush umbar janji. Kepilih kt laksanakan yg baik buat bangsa ini. Iyut pak sklangkong.""";-1;1;-1;-1;-1;;;;
"jokowi_do2 Selamat Pagi Pak terima kasih ya Pak sudah membuat Jkt lebih baik Salut Pak! Mdh2an Bpk klrg sll dlm lindungan ALLAAH SWT""";-1;1;-1;-1;-1;;;;
"RT @Pak_JK: Setiap hari mungkin tdk selalu baik tetapi ada sesuatu yg baik di setiap hari slmt hari Jumat semoga penuh berkah dan kebaika?â€ºÆ’?Âª??""";-1;-1;-1;-1;-1;;;;
"RT @IwanPiliang: Kerendahan hati. Tulus memuliakan keinsanan ikhlas dan amanah modal utama @jokowi_do2 pilihan dominan warga utk dicapres?â€ºÆ’?Âª??""";1;-1;-1;-1;-1;;;;
"RT banget mbak @trimumpuni: @Prabowo08 kl kt berbuat baik dlm hidup hal2 baik akan mengikuti hidup kita ... http://t.co/3uZeQBHcZi""";-1;-1;-1;-1;-1;;;;
Bergerak bersama @Prabowo08 Subianto dan partai @Gerindra menciptakan perubahan untuk Indonesia yang lebih baik.;-1;1;-1;-1;-1;;;;
"Insya Allah pak @wiranto1947 pak @Hary_Tanoe menjadi Pemimpin yg amanah mengabdi melayani kepentingan Rakyat! ???Â¯???Â¯ http://t.co/JohXcKb1lt""";1;-1;-1;-1;-1;;;;
"RT @Prabowo08: Inilah prinsip-prinsip yang mendasari kebijakan politik saya. Berbuat baik berpikir baik bersikap baik dan berharap baik.""";-1;1;-1;-1;-1;;;;
"benar sahabathatta rakyat antusias mendukung...RT@sahabathatta @hattarajasa dapat dukungan elemen masyarakat. @HR_fans @HRempatbelas""";-1;-1;-1;1;-1;;;;
@jokowi_do2 Demi bangsa yang kita cintai dan amanah semoga Alloh senantiasa melindungi dlm setiap langkah Bpk amin;1;-1;-1;-1;-1;;;;
"Jusuf Kalla merupakan tokoh nasional yang dikenal kerap berseloroh. Kali ini ketika ditanya soal kapabilitas...fb.me/1rdqMflbE""";-1;0;-1;-1;-1;;;;
"Pak_JK sosk krismatik memilki pengaruh opini yg baik dimasyarakt selama ini.kemunculannya dipentas politik masih ditunggu pernnya""";1;-1;-1;-1;-1;;;;
"hattarajasa Sgt tdk bijak pemilik kndaraan kena pajak jalan.Jgn terus2an bebani rakyat.Jln kluar yg baik batasi produksi kndaraan brmotor.""";-1;0;-1;-1;-1;;;;
@mohmahfudmd mari sama???Ã½ membuat Indonesia (jauh) lebih baik dari hari ini. Masih ada harapan.;-1;1;-1;-1;-1;;;;
"@Pak_JK: Assalamualaikum WrWb Selamat Pagi."" Wa alaikum salam semoga tetap amanah dan beramal ya pak. """;1;-1;-1;-1;-1;;;;
"RT @wiranto1947: Pemimpin itu di pilih karena memiliki kelebihan. Kepercayaan amanah dan bertanggung jawab adalah bagian darinya #pemimpin""";1;-1;-1;-1;-1;;;;
"Guruh: Jokowi, Puan, Megawati Tidak Layak Nyapres republika.co.id/r/mv7u3f""";-1;-1;-1;0;-1;;;;
"RT @Pak_JK: Menjadi seorang pemimpin yg punya kewenangan hrs tetap amanahjangan mudah tergoda apalagi hanya materi yg mendatangkan kesenan?â€ºÆ’?Âª??""";1;-1;-1;-1;-1;;;;
"mohmahfudmd Salam ayahanda .Apreseasi atas kpemimpinan ayahanda menjadi ketua MK yang jujur dan adil semoga bs dicontoh ket MK baru""";1;-1;-1;-1;-1;;;;
"Klo jd pemimpin yg adil doanya slalu terkabul. RT @mohmahfudmd: Wah jd Presiden tdk enak tp enak sekali @KartikaDjoemblo:""";1;-1;-1;-1;-1;;;;
"mohmahfudmd. Kalau jadi Presiden maka harus mencontoh Kanjeng Nabi Muhammad yg Adil Jujur dan mensejahterakan rakyatnya.""";1;-1;-1;-1;-1;;;;
"Prabowo08 kami senantiasa mendoakan agar Bpk menjadi Pemimpin yg Tegas dan semoga ALLAH SWT menunjukan Bpk adaah Ratu Adil Amin YRA.""";1;-1;-1;-1;-1;;;;
"Malu2in saja ni para calon penipu rakyat..RT@kompascom:Acit Pasrah Es Tebunya Tak Dibayar Rombongan Aburizal Bakrie kom.ps/AFaooG""";0;0;-1;-1;-1;;;;
Acit Pasrah Es Tebunya Tak Dibayar Rombongan Aburizal Bakrie kom.ps/AFaooG via)kompascom Si bapak pelupa / emg ceroboh nih? tsk;-1;0;-1;-1;-1;;;;
"CAPRES TOLOL ! RT""@tribunnews: Acit Pasrah Es Tebunya tak Dibayar Rombongan Aburizal Bakrie - Tribunnews.com tribunnews.com/regional/2013/""";0;0;-1;-1;-1;;;;
"@Gerindra: .@Prabowo08: Perjuangkan Pemilu yg jujur dan adil untuk Indonesia yang lebih baik. http://t.co/z3KL0njuTy"". Rakyat Kawal pasti";1;-1;-1;-1;-1;;;;
 Pak Jusuf Kalla teladan bangsa Capres idaman cc : @Husainabdullah1 @triomacan200 @saididu jusufkalla.info/archives/2013/ @agnezmo;1;-1;-1;-1;-1;;;;
"Subhanallah opa jusuf kalla trnyta karismatik y .. Hehe :3 (liat bliau lebih dekat)""";1;-1;-1;-1;-1;;;;
Surya Paloh mukanya kok kayak penyihir jahat.;0;-1;-1;-1;-1;;;;
"Beriklan di MetroTV / Berdonasi via MediaGroup Peduli = ngasih biaya kampanye Surya Paloh. Belum berkuasa ajah dah licik yak... HORROR..!""";0;-1;-1;-1;-1;;;;
"Bukan rahasia kok korup homo dan tukang tipu si Jokowi """"@Metro_TV: Megawati Beberkan Rahasia Jokowimetrotvn.ws/N193688""""""";0;-1;-1;-1;-1;;;;
"Ah dusta dulu bilboard lu gede banget pgn jd capres RT)kompasiana Wiranto:Jika NAFSU Menjabat Saya Sudah Jadi Presiden.""";0;-1;-1;-1;-1;;;;
"beginilah partai tukang tipu mulai dari MEGAWATI jokowi sampai ke pasukan sosmednya tukang tipu semua@ESAJJAH)TrioMacan2000)PartaiSocmed""";0;-1;-1;-1;-1;;;;
jgn pilih ARB deh jadi persident 2014;-1;-1;-1;0;-1;;;;
"Dan bahkan terkesan munafik RT)detikcom: Meski Ibu Ani Puji Megawati Koalisi PD-PDIP Dinilai Sulit Terwujudde.tk/6tTFT""";0;-1;-1;-1;-1;;;;
 @TrioMacan2000 kayak wiranto dengan kasus HAM-nya donk ya can? Munafik;0;-1;-1;-1;-1;;;;
Surya Paloh munafik..!;0;-1;-1;-1;-1;;;;
Wajahnya jahat ya ? Gak cucok gt deh jd presiden RT)sftr_nn: Surya Paloh ituuu wajahnya kayak Kertarajasa yg ada di Petualangan Sherina..;0;-1;-1;-1;-1;;;;
"Mau bohong apalagi Om? """"@Metro_TV: Surya Paloh Bertemu Megawati Siang Ini metrotvn.ws/N195988""""""";0;-1;-1;-1;-1;;;;
" jakarta tenggelam Surya Paloh dekati Mega jelang pemilu ada apa? mm6zy.tk jokowi bohong""";0;-1;-1;-1;-1;;;;
ARB tidak cocok jdi presiden...;-1;-1;-1;0;-1;;;;
@farhatabbaslaw Dhani melulu!anaknya Hatta Rajasa gimana goblok!;0;-1;-1;-1;-1;;;;
Hatta rajasa tidak terlalu populer di masyarakat. Wkwkw;0;-1;-1;-1;-1;;;;
Hatta Rajasa Dinilai tidak Populer di Masyarakat metrotvn.ws/V186460;0;-1;-1;-1;-1;;;;
Jd menko pun tak cocok RT)Metro_TV: Hatta Rajasa Dinilai tidak Populer di Masyarakat metrotvn.ws/V186460;0;-1;-1;-1;-1;;;;
"iskan_dahlan Hidupkan negeri ini dgn kebersamaangotong royong untuk menuju masyarakat adil makmur yg kita harapkan.""";-1;1;-1;-1;-1;;;;
@mohmahfudmd menurut saya kurang adil prof. Mereka sama-sama kerja keras.tapi untuk guru honorer dg penghasilan segitu ga akan cukup;0;-1;-1;-1;-1;;;;
"Pak @Prabowo08 ... maju terus utk Indonesia tegakkan aqidah utk Indonesia yg lebih baik jujur dan adil bermartabat. Bangun kejayaan NKRI""";1;-1;-1;-1;-1;;;;
@aburizalbakrie assalamu alaikum. Sya suka dg iklan Pencapresan bapak di media yg menampilkan semua presiden RI. Itu adab yg baik pd mrka.;-1;1;-1;-1;-1;;;;
"MataNajwa @basuki_btp @iskan_dahlan @mohmahfudmd inspiratifayo  ikuti  langkahnya  negri ini butuh pemimpin yg beradab dan adil""";1;-1;-1;-1;-1;;;;
"Bersama @hattarajasa bangun Indonesia adil dan sejahtera...TOLAK GOLPUTSuara GOLPUT suara SETAN""";1;-1;-1;-1;-1;;;;
"Pak @wiranto1947 menegaskan seluruh elemen bangsa jgn sampai pesimis dgn kondisi bangsa yg bisa memicu sikap acuh tak acuh terhadap bangsa""";-1;1;-1;-1;-1;;;;
@dagienkz mukanya surya paloh terlalu jahat untuk jadi cawapres sumpah;0;-1;-1;-1;-1;;;;
"Pak surya Paloh adalah salahsatu politisi busuk dan Nasdem berisi politisi kutu loncat dan sakit hatiyoutu.be/wC8-zi2dlio?a via)YouTube""""""";0;-1;-1;-1;-1;;;;
"Masuk semnas III diawali dgn logat khas madurabeliau adalah guru bsr HTN UII panutan saya dan Nasdem berisi politisi kutu loncat dan sakit hatiyoutu.be/wC8-zi2dlio?a via)YouTube""""""";0;-1;-1;-1;-1;;;;
@mohmahfudmd kami sangat mendukung kakanda. YAKUSA;-1;-1;-1;1;-1;;;;
kepala ane mendadak pusing stlh baca kultwit nya)TrioMacan2000 tentang surya paloh dan@iskan_dahlan.busuk kabehh :(;0;-1;-1;-1;-1;;;;
"Gmn tuh pak Dahlan Iskan? Pilih anak buah jngn ABS sosialisasi pemadaman sj TIDAK becus! Pdhl media sosial banyak payah gak mutu!""";-1;0;-1;-1;-1;;;;
